,Entry,Ref,Linkage formed,"Acceptor
size",(eq .),"Donor
size",(eq .).1,"Yield
(%)",a : B,"Glycosyl
Donor","Neighbouring
group",Activator,Solvent,temperature_C,donor_type,acceptor_type,solvent_smiles,donor_conf,lg,C2_smiles,activator,Major True,Minor True,Conf positive(%) True
515,431,138,GlcNAc (1 → 3) Gal,1,1.2,1,1,59,B,imidate,NPhth,BF3-OEt2,DCM,-30,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,CCO(CC).[B-](F)(F)F,1,0,100.0
516,436,57,GlcNAc (13) Gal,1,1,1,1.5,77,B,SMe,NPhth,"PhSeNPhth,TMSOTf",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]SC,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,O=C(C1=C2C=CC=C1)N(C2=O)[Se]C3=CC=CC=C3.C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
517,439,100,GlcNAc (1→ 3) GlcNAc,1,1,1,1.15,87,B,imidate,NHCOCCI3,TMSOTf,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]NC(C(Cl)(Cl)Cl)=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
518,441,111,GlcNAc (1 → 3) rHA,1,1,I,1.1,66,B,imidate,NHTroc,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
519,442,111,GlcNAc (13) rHA,1,1,2,1.2,40,B,imidate,NHTroc,TMSOTf,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
520,443,111,GlcNAc (13) rHA,1,1,2,1.6,49,B,imidate,NHTroc,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
521,444,21,GlcNAc (1-4) pseudosugar,1,1,2,1.5,60,B,SPh,NHAc,"NIS,TfOH",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*][S]C1=CC=CC=C1,*[NH]C([CH3])=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
522,446,144,GlcNAc (1 → 4) Gal,2,NR,1,(NR),55,B,B-OAc,NHAc,TMSOTf,DCE,48.5,pyranose,O,['C(CCl)Cl '],"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
523,447,46,GlcNAc (1-4) Gal,2,1,1,1.7,65,B,SMe,NPhth,"NIS,TfOH",DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]SC,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
524,449,87,GlcNAc (1-4) Glc,2,1,1,2.5,88,B,imidate,NPhth,BF3-OEt2,DCM,25,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,CCO(CC).[B-](F)(F)F,1,0,100.0
525,451,100,GlcNAc (1 → 4) Glc,1,1,1,1.1,72,B,imidate,NHCOCCI3,TMSOTf,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]NC(C(Cl)(Cl)Cl)=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
526,453,158,GlcNAc (1-4) Glc,1,1,1,1.5,90,B,imidate,NPhth,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,CCO(CC).[B-](F)(F)F,1,0,100.0
527,455,168,GlcNAc (1 → 4) Glc,1,1.2,1,1,81,B,B-OAc,NHTroc,"Yb(OTf)3,HMDS",,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3].C[Si](C)(C)N[Si](C)(C)C,1,0,100.0
528,456,168,GlcNAc (1 → 4) Glc,1,1.2,1,1,82,B,B-OAc,NHTroc,Sn(OTf)2,,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F.,1,0,100.0
529,458,168,GlcNAc (1-4) Glc,1,1.2,1,1,82,B,B-OAc,NHTroc,Yb(OTf)3,,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3],1,0,100.0
530,460,100,GlcNAc (1-4) GlcA,1,1,1,1.15,89,B,imidate,NHCOCCI3,TMSOTf,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]NC(C(Cl)(Cl)Cl)=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
531,461,108,GlcNAc (1-4) GlcNAc,1,1,1,2,93,B,bromide,NPhth,AgOTf,DCM,-45,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
532,462,17,GlcNAc (1-4) GlcNAc,1,1,1,1.1,58,B,chloride,NPhth,AgOTf,DCM,-10,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
533,463,17,GlcNAc (1-4) GlcNAc,2,1,2,1.1,50,B,chloride,NPhth,AgOTf,DCM,-10,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
534,465,1,GlcNAc (1-4) GlcNAc,3,1,1,3,79,B,fluoride,NPhth,"Cp2HfCl2,AgOTf",DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1C=CC=[C-]1.C1C=CC=[C-]1.[Cl-].[Cl-].[Hf+4].C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
535,467,128,GlcNAc (1-4) GlcNAc,1,1,1,1.5,86,B,fluoride,NPhth,CpHf(OTf)2,DCE,-23,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1C=CC=[C-]1.C1C=CC=[C-]1.C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Hf+4],1,0,100.0
536,468,128,GlcNAc (1-4) GlcNAc,2,1,2,1.5,99,B,fluoride,NPhth,CpHf(OTf)2,DCE,-23,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1C=CC=[C-]1.C1C=CC=[C-]1.C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Hf+4],1,0,100.0
537,469,128,GlcNAc (1-4) GlcNAc,4,(NR),1,(NR),80,B,fluoride,NPhth,CpHf(OTf)2,DCE,-23,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1C=CC=[C-]1.C1C=CC=[C-]1.C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Hf+4],1,0,100.0
538,471,140,GlcNAc (1-4) GlcNAc,1,1,I,1,81,B,fluoride,NPhth,"AgClO4,CpHfCl2",DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,[O-]Cl(=O)(=O)=O.[Ag+].C1C=CC=[C-]1.C1C=CC=[C-]1.[Cl-].[Cl-].[Hf+4],1,0,100.0
539,473,1,GlcNAc (1-4) GlcNAc,1,1,2,1,69,B,imidate,NPhth,BF3-OEt2,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,CCO(CC).[B-](F)(F)F,1,0,100.0
540,475,17,GlcNAc (1 → 4) GlcNAc,1,1,1,1.2,76,B,imidate,NPhth,BF3-OEt2,DCM,-15,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,CCO(CC).[B-](F)(F)F,1,0,100.0
541,476,17,GlcNAc (1 → 4) GlcNAc,2,1,2,1.1,72,B,imidate,NPhth,BF3-OEt2,DCM,-15,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,CCO(CC).[B-](F)(F)F,1,0,100.0
542,479,55,GlcNAc (1-4) GlcNAc,1,2,2,1,85,B,imidate,N3,BF3-OEt2,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],CCO(CC).[B-](F)(F)F,1,0,100.0
543,480,55,GlcNAc (1-4) GlcNAc,1,2,3,1,91,B,imidate,N3,BF3-OEt2,toluene,-20,pyranose,O,['Cc1ccccc1'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],CCO(CC).[B-](F)(F)F,1,0,100.0
544,481,100,GlcNAc (1 → 4) GlcNAc,1,1,1,1.1,81,B,imidate,NHCOCCI3,TMSOTf,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]NC(C(Cl)(Cl)Cl)=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
545,483,100,GlcNAc (1-4) GlcNAc,1,1,I,1.15,80,B,imidate,NHCOCCI3,TMSOTf,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]NC(C(Cl)(Cl)Cl)=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
546,484,100,GlcNAc (1-4) GlcNAc,1,1,1,1.1,42,B,imidate,NHCOCCI3,TMSOTf,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]NC(C(Cl)(Cl)Cl)=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
547,486,100,GlcNAc (1-4) GlcNAc,1,1,1,1.15,75,B,imidate,NHCOCCI3,TMSOTf,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]NC(C(Cl)(Cl)Cl)=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
548,489,140,GlcNAc (1-4) GlcNAc,1,1,1,1,90,B,SPh,NPhth,"NIS,AgOTf",DCM,-50,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*][S]C1=CC=CC=C1,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
549,492,140,GlcNAc (1 →→ 4) GlcNAc,4,1,3,1,67,B,SPh,NPhth,"NIS,AgOTf",DCM,-50,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*][S]C1=CC=CC=C1,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
550,493,184,GlcNAc (1 →→ 4) GlcNAc,1,2.4,3,1,52,B,SEt,NPhth,"NIS,TfOH","DCE,Et2O,toluene",20,pyranose,O,"['C(CCl)Cl ', 'CCOCC', 'Cc1ccccc1']","[0, -1, 1, -1, 1]",[*]SCC,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
551,495,81,GlcNAc (16) Gal,1,(NR),1,(NR),60,B,SePh,N3,PhSeOTf,,,pyranose,O,,"[0, -1, 1, -1, 1]",[*][Se]C1=CC=CC=C1,*N=[N+]=[N-],C1=CC=C(C=C1)[Se]OS(=O)(=O)C(F)(F)F,1,0,100.0
552,496,168,GlcNAc (1 →→ 6) Gal,1,1.2,1,1,95,B,B-OAc,NHTroc,"Sn(OTf)2,HMDS",,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F..C[Si](C)(C)N[Si](C)(C)C,1,0,100.0
553,497,168,GlcNAc (1 → 6) Gal,1,1.2,1,1,96,B,B-OAc,NHTroc,"Yb(OTf)3,HMDS",,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3].C[Si](C)(C)N[Si](C)(C)C,1,0,100.0
554,498,168,GlcNAc (1 →→ 6) Gal,1,1.2,1,1,93,B,B-OAc,NHTroc,Sn(OTf)2,,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F.,1,0,100.0
555,501,166,GlcNAc (1 →→ 6) GalNAc,1,(NR),4,(NR),79,B,fluoride,NPhth,"CpHfCl2,AgOTf",DCM,25,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1C=CC=[C-]1.C1C=CC=[C-]1.[Cl-].[Cl-].[Hf+4].C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
556,502,166,GlcNAc (1 →→ 6) GalNAc,1,(NR),4,(NR),50,B,fluoride,NPhth,"AgOTf,SnCl2",DCM,25,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].Cl[Sn]Cl,1,0,100.0
557,503,145,GlcNAc (16) GalNAc,1,1,2,1.3,29,B,imidate,NPhth,BF3-OEt2,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,CCO(CC).[B-](F)(F)F,1,0,100.0
558,504,145,GlcNAc (1-6) GalNAc,3,1,2,1.1,50,B,imidate,NPhth,BF3-OEt2,,,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,CCO(CC).[B-](F)(F)F,1,0,100.0
559,505,124,GlcNAc (1 → 6) GalNAc,1,1,2,1,70,B,SPh,NPhth,"NIS,TfOH",DCM,-10,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*][S]C1=CC=CC=C1,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
560,506,168,GlcNAc (1 → 6) Glc,1,1.2,1,1,95,B,B-OAc,NHTroc,"Sn(OTf)2,HMDS",,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F..C[Si](C)(C)N[Si](C)(C)C,1,0,100.0
561,507,168,GlcNAc (1 → 6) Glc,1,1.2,1,1,96,B,B-OAc,NHTroc,"Yb(OTf)3,HMDS",,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3].C[Si](C)(C)N[Si](C)(C)C,1,0,100.0
562,508,168,GlcNAc (1 → 6) Glc,1,1.2,1,1,95,B,B-OAc,NHTroc,Sn(OTf)2,,,pyranose,O,,"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F.,1,0,100.0
563,512,76,GlcNAc (1-6) GlcNAc,1,1,1,1,50,B,B-OAc,NHAc,FeCl3,DCM,20,pyranose,O,['CC(Cl)Cl'],"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C([CH3])=O,Cl[Fe](Cl)Cl,1,0,100.0
564,515,30,GlcNAc (16) GlcNAc,1,1.05,1,1,45,B,dibenzylphosphite,NPhth,TMSOTf,MeCN,-43,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
565,516,30,GlcNAc (16) GlcNAc,1,1,1,1,63,B,dibenzylphosphite,NHTroc,TMSOTf,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
566,517,30,GlcNAc (1 → 6) GlcNAc,1,1,1,1,32,B,dibenzylphosphite,NHTroc,TMSOTf,MeCN,-43,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
567,519,78,GlcNAc (1 → Gly) -Man,1,1.2,1,1,73,B,bromide,NPhth,"AgOTf,collidine",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
568,524,81,Glc [ 6d ] (1 + 2) Glc [ 6d ],1,1,1,1.06,90,B,imidate,OAc,TMSOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
569,538,84,iDOA (13) Gal,2,(NR),2,(NR),90,B,SEt,OBz,"NIS,TfOH",toluene,-15,pyranose,O,['Cc1ccccc1'],"[0, -1, 1, -1, -1]",[*]SCC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,-1,0,0.0
572,617,59,Man (1-6) Man,5,1,2,1.2,52,B,imidate,OSugar,BF3-OEt2,DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, 1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]OC1C(O)C(O)C(O)C(O)O1,CCO(CC).[B-](F)(F)F,1,0,100.0
573,642,30,Neu5 Ac (2-3) Gal,2,3,1,1,48,B,dibenzylphosphite,H,TMSOTf,MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*[H],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
574,673,30,Neu5Ac (2-6) Glc,1,3,1,1,45,B,dibenzylphosphite,Br,TMSOTf,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, 0, -1, 1, -1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*Br,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
575,675,150,Neu5Ac (28) Neu5 Ac,1,(NR),1,(NR),68,B,OP(OEt)2,H,TMSOTf,MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",O=P(OCC)(O[*])OCC,*[H],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
576,677,150,Neu5 Ac (2 → 8) Neu5 Ac,1,(NR),1,(NR),54,B,OP(OEt)2,H,TMSOTf,MeCN,-40,pyranose,O,['CC#N'],"[0, 0, -1, 1, -1]",O=P(OCC)(O[*])OCC,*[H],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,-1,0,0.0
577,721,137,Xyl (1-2) Man,2,1,1,1.5,71,B,bromide,OBz,AgOTf,,,pyranose,O,,"[0, -1, 1, -1, 0]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
578,722,70,Xyl (1-2) Man,1,1,1,1.5,75,B,imidate,OAc,TMSOTf,DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 0]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
579,723,70,Xyl (1-2) Man,1,1,1,1.3,89,B,imidate,OAc,TMSOTf,DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 0]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
580,724,148,Xyl (14) Xyl,1,1,1,1.5,76,B,imidate,OAc,BF3-OEt2,DCM,-25,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 0]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
581,726,148,Xyl (1-4) Xyl,1,1,1,1.9,76,B,imidate,OAc,BF3-OEt2,DCM,-25,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 0]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
582,727,148,Xyl (1 → 4) Xyl,1,1,1,1.7,76,B,imidate,OAc,BF3-OEt2,DCM,-25,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 0]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
583,728,149,Xyl (16) Glc,2,1,1,1.2,94,B,bromide,OBz,Hg(CN)2,toluene,,pyranose,O,['Cc1ccccc1'],"[0, -1, 1, -1, 0]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(#N)[Hg]C#N ,1,0,100.0
584,733,104,"Xyl [ 3NH2,4d) (1-4) gUL(3NH₂)",1,1,1,1.2,90,B,SPh,OPiv,"NIS,TfOH",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 0]",[*][S]C1=CC=CC=C1,[*]OC(C(C)(C)C)=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
585,228,151,Glc (1 → 3) Glc,1,1.2,1,1,52,B,sulfonamide,OBn,BF3-OEt2,,,pyranose,O,,"[0, -1, 1, -1, 1]",[O-]S(=O)(O[*])=O.C[NH+](C)C,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,CCO(CC).[B-](F)(F)F,1,0,100.0
586,33,141,fUC (1–2) rHA,1,(NR),2,(NR),62,B,SEt,OBn,"NIS,TfOH",,,pyranose,O,,"[0, 1, -1, -1, -1]",[*]SCC,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,-1,0,0.0
587,247,183,"Glc (1-3,6) Glc 1",1,1,1,2.6,81,B,SEt,OBz,"NIS,AgOTf",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]SCC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
588,248,183,"Glc (1-3,6) Glc 2",2,1,1,2.6,B.B,B,SEt,OBz,"NIS,AgOTf",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]SCC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
589,399,30,GlcA (1-3) GlcNAc,1,1,1,1,18,B,dibenzylphosphite,OAc,TMSOTf,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
599,5,149,Ara (1-6) Glc,2,1,1,1.2,85,B,bromide,OBz,Hg(CN)2,toluene,,pyranose,O,['Cc1ccccc1'],"[0, 1, -1, -1, 0]",*Br,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(#N)[Hg]C#N ,1,0,100.0
